jobTitle,jobClassification,jobSubClassification,advertiserName,companyName,companyRating,listingDate,expiryDate,nation,state,city,area,suburb,workType,salary_string,isRightToWorkRequired,R,Python,Matlab,SQL,Stata,Minitab,SPSS,Ruby,C,Scala,Tableau,Java,Hadoop,SAS,Julia,Knime,D3,Clojure,Haskell,Lisp,Golang,Spark,Javascript,F.,Fortran,first_seen,last_seen,recruiter,jobType,salary,total_skills,experience
Data Scientist,Information & Communication Technology,Other,GMT People,,,30-05-2019 15:00,29-06-2019 23:59,Australia,Australian Capital Territory,canberra,,,Contract/Temp,12x12x12m,f,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,1,Data Scientist,77144.85,3,3.18
Senior Data Scientist ,Information & Communication Technology,Engineering - Software,Capgemini Australia Pty Ltd,Capgemini,,30-05-2019 15:14,29-06-2019 23:59,Australia,Victoria,melbourne,,,Full Time,,f,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,0,Data Scientist,33407.74,9,5.01
Data Scientist,Banking & Financial Services,Other,Hudson,,,30-05-2019 16:31,29-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,$110k - $130k p.a. + Super,f,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,1,Data Scientist,147023.15,4,3
Data Scientist,Information & Communication Technology,Database Development & Administration,Recruitment Hive,,,30-05-2019 16:50,29-06-2019 23:59,Australia,Australian Capital Territory,canberra,,,Contract/Temp,"$110 - $130.00 phr

All Client Fees Disclosed",f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,1,Data Scientist,78947.74,4,3.18
Data Scientist,Information & Communication Technology,Database Development & Administration,Robert Walters,,,30-05-2019 16:57,29-06-2019 23:59,Australia,New South Wales,sydney,,,Contract/Temp,Competitive,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,21-06-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Information & Communication Technology,Database Development & Administration,Robert Walters,,,30-05-2019 17:00,29-06-2019 23:59,Australia,Australian Capital Territory,canberra,,,Contract/Temp,Competitive,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,21-06-2019,1,Data Scientist,78947.74,4,3.18
Data Scientist,Information & Communication Technology,Other,Ignite,,,30-05-2019 17:23,29-06-2019 23:59,Australia,Australian Capital Territory,canberra,,canberra,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,1,Data Scientist,78947.74,4,3.18
Data Scientist - Manager,Science & Technology,"Mathematics, Statistics & Information Sciences",Precision Sourcing,,,30-05-2019 17:50,29-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,$100k - $130k p.a.,f,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,1,Data Scientist,142242.41,3,3
Data Scientist - Financial Crime,Information & Communication Technology,Other,Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,,,30-05-2019 18:30,29-06-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,docklands,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,1,Data Scientist,532743.47,4,5.01
Data Scientist,Information & Communication Technology,Engineering - Software,Just Digital People,,,30-05-2019 19:15,29-06-2019 23:59,Australia,Queensland,brisbane,CBD & Inner Suburbs,brisbane,Full Time,$150-$175k + Super,f,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,30-05-2019,1,Data Scientist,141539.45,3,10
Senior Data Scientist,Information & Communication Technology,Database Development & Administration,Just Digital People,,,30-05-2019 19:15,29-06-2019 23:59,Australia,Queensland,brisbane,CBD & Inner Suburbs,brisbane,Full Time,"$130,000 - $170,000 + S",f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,27-06-2019,1,Data Scientist,96532.01,2,5
Data Scientist,Information & Communication Technology,Other,Randstad - Technologies,,,30-05-2019 20:48,29-06-2019 23:59,Australia,New South Wales,sydney,North Shore & Northern Beaches,chatswood,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Information & Communication Technology,Database Development & Administration,Paxus,,,30-05-2019 22:27,29-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",northsydney,Contract/Temp,$800 - $1200 (depending on exp),f,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,30-05-2019,28-06-2019,0,Data Scientist,152881.7,7,5
Senior Data Scientist,Information & Communication Technology,Database Development & Administration,Paxus,,,30-05-2019 22:30,29-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",northsydney,Contract/Temp,$800 - $1200 (depending on exp),f,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,30-05-2019,28-06-2019,0,Data Scientist,152881.7,7,5
Data Scientist - ,Information & Communication Technology,Business/Systems Analysts,Modis,,,30-05-2019 22:35,29-06-2019 23:59,Australia,Victoria,melbourne,,,Contract/Temp,,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,29-06-2019,0,Data Scientist,532743.47,4,5.01
Data Scientist,Information & Communication Technology,Other,Whizdom,,,30-05-2019 23:04,29-06-2019 23:59,Australia,Australian Capital Territory,canberra,,canberra,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-05-2019,28-06-2019,1,Data Scientist,78947.74,4,3.18
Data Scientist,Information & Communication Technology,Developers/Programmers,Pinpoint Talent,,,31-05-2019 10:15,30-06-2019 23:59,Australia,New South Wales,sydney,North Shore & Northern Beaches,,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,28-06-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",NTI Ltd,National Transport Insurance,,31-05-2019 10:27,30-06-2019 10:27,Australia,Queensland,brisbane,CBD & Inner Suburbs,brisbane,Full Time,,f,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,27-06-2019,0,Data Scientist,111566.84,6,4.75
Data Scientist,Information & Communication Technology,Other,Balance Recruitment,,,31-05-2019 11:00,30-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp,,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,14-06-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Information & Communication Technology,Database Development & Administration,Oakton Contracting & Recruitment Pty Ltd,Oakton,2.9,31-05-2019 11:49,30-06-2019 11:49,Australia,Australian Capital Territory,canberra,,canberra,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,30-06-2019,1,Data Scientist,78947.74,4,3.18
Data Scientist,Information & Communication Technology,Other,Modis,,,31-05-2019 12:43,30-06-2019 23:59,Australia,Australian Capital Territory,canberra,,,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,30-06-2019,0,Data Scientist,78947.74,4,3.18
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Information Professionals,,,31-05-2019 12:51,30-06-2019 12:51,Australia,Australian Capital Territory,canberra,,canberra,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,13-06-2019,0,Data Scientist,78947.74,4,3.18
Data Scientist,Information & Communication Technology,Database Development & Administration,Swift Media,,,31-05-2019 13:33,30-06-2019 13:33,Australia,New South Wales,sydney,North Shore & Northern Beaches,northsydney,Full Time,,f,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,30-06-2019,0,Data Scientist,142781.31,4,4
Data Scientist | Data Engineer,Information & Communication Technology,Other,Araza,Araza,3.7,31-05-2019 15:15,30-06-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Full Time,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,28-06-2019,0,Data Scientist,532743.47,4,5.01
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",DFP Recruitment,,,31-05-2019 15:48,30-06-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,04-06-2019,1,Data Scientist,532743.47,4,5.01
Data Scientist,Information & Communication Technology,Developers/Programmers,Peoplebank Australia NSW,,,31-05-2019 16:29,30-06-2019 23:59,Australia,New South Wales,sydney,North Shore & Northern Beaches,chatswood,Contract/Temp,,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,30-06-2019,1,Data Scientist,138539.46,4,5
Data Scientist ,Information & Communication Technology,Developers/Programmers,Peoplebank Australia NSW,,,31-05-2019 16:44,30-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,,t,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,30-06-2019,1,Data Scientist,142242.41,3,3
Senior Data Scientist,Information & Communication Technology,Developers/Programmers,Peoplebank Australia NSW,,,31-05-2019 16:51,30-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,,t,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,21-06-2019,1,Data Scientist,139599.92,4,4.75
Lead Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Talenza,,,31-05-2019 17:09,30-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp,$1300 - $1600 p.d.,f,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,27-06-2019,1,Data Scientist,144380.67,5,4.75
Lead Data Scientist | Consulting,Science & Technology,"Mathematics, Statistics & Information Sciences",Talenza,,,31-05-2019 17:17,30-06-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,$180k - $220k p.a.,f,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,31-05-2019,30-06-2019,1,Data Scientist,139617.27,6,7
Data Scientist,Information & Communication Technology,Other,Paul Ingle & Associates,,,31-05-2019 17:32,30-06-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp,,f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,28-06-2019,1,Data Scientist,763885.55,1,3
Data Scientist,Information & Communication Technology,Architects,Peoplebank Australia SA,,,31-05-2019 19:12,30-06-2019 23:59,Australia,South Australia,adelaide,,adelaide,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2019,30-06-2019,1,Data Scientist,83485.45,4,4.69
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Open2Insight,,,01-06-2019 18:29,01-07-2019 18:29,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp,$100 - $100+ per hour,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-06-2019,16-06-2019,0,Data Scientist,139599.92,4,4.75
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Open2Insight,,,01-06-2019 18:31,01-07-2019 18:31,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp,$100 - $100+ per hour,f,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-06-2019,16-06-2019,0,Data Scientist,532743.47,4,5.01
Data Scientist  - Sydney ,Information & Communication Technology,Engineering - Software,Capgemini Australia Pty Ltd,Capgemini,2.8,01-06-2019 23:00,01-07-2019 23:59,Australia,New South Wales,sydney,,,Full Time,,f,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,01-06-2019,30-06-2019,0,Data Scientist,141233.97,9,10
Marketing Analytics Manager / Digital Media Data Scientist,Consulting & Strategy,Analysts,Correlate Resources,,,02-06-2019 10:15,02-07-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,up to $130K + Super & Bonus,f,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02-06-2019,30-06-2019,1,Data Scientist,139599.92,4,4.75
Senior Data Scientist,Information & Communication Technology,Database Development & Administration,Paxus,,,02-06-2019 13:13,02-07-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",northsydney,Contract/Temp,$800 - $1200 (depending on exp),f,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,02-06-2019,28-06-2019,0,Data Scientist,152881.7,7,5
Senior 'Full Stack' Data Scientist,Information & Communication Technology,Other,Private Advertiser,,,02-06-2019 21:27,02-07-2019 21:27,Australia,Western Australia,perth,"CBD, Inner & Western Suburbs",perth,Full Time,,f,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02-06-2019,07-06-2019,0,Data Scientist,99230.53,3,3
Information Specialist/ Data Analyst,Science & Technology,"Mathematics, Statistics & Information Sciences",Sydney Water Corporation,Sydney Water,,03-06-2019 10:54,03-07-2019 23:59,Australia,New South Wales,sydney,South West & M5 Corridor,pottshill,Full Time,,f,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-06-2019,03-07-2019,0,Data Analyst,133758.72,3,5
Analytics Data Scientist,Information & Communication Technology,Developers/Programmers,Interpro - NSW,,,03-06-2019 12:23,03-07-2019 23:59,Australia,New South Wales,sydney,North Shore & Northern Beaches,northsydney,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03-06-2019,30-06-2019,1,Data Scientist,144380.67,5,4.75
Data Scientist,Information & Communication Technology,Developers/Programmers,Suncorp,Suncorp,,03-06-2019 16:05,03-07-2019 23:59,Australia,Queensland,brisbane,,,Full Time,Competitive salary on offer,f,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03-06-2019,03-07-2019,0,Data Scientist,94495.04,2,4.75
Data Scientist,Information & Communication Technology,Consultants,Finite IT Recruitment Solutions,,,03-06-2019 16:33,03-07-2019 23:59,Australia,Australian Capital Territory,canberra,,,Contract/Temp,,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-06-2019,03-07-2019,1,Data Scientist,78947.74,4,3.18
Data scientist - Customer Analytics,Information & Communication Technology,Business/Systems Analysts,Opus Recruitment Solutions,,,03-06-2019 18:07,03-07-2019 23:59,Australia,New South Wales,sydney,,sydney,Full Time,$100K - $150K + super,t,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-06-2019,03-07-2019,1,Data Scientist,142242.41,3,3
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Kings Resources P/L,,,04-06-2019 12:07,04-07-2019 12:07,Australia,Queensland,brisbane,CBD & Inner Suburbs,brisbane,Full Time,,f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-06-2019,04-07-2019,1,Data Scientist,84116.17,1,4
Finance Data Scientist,Information & Communication Technology,Database Development & Administration,Sense Recruitment,,,04-06-2019 16:30,04-07-2019 23:59,Australia,Western Australia,perth,"CBD, Inner & Western Suburbs",perth,Full Time,,f,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-06-2019,02-07-2019,1,Data Scientist,93119.52,2,4.98
Data Scientist,Information & Communication Technology,Other,Davidson Technology,,,04-06-2019 17:13,04-07-2019 23:59,Australia,Victoria,melbourne,,,Full Time,,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-06-2019,26-06-2019,1,Data Scientist,532743.47,4,5.01
Data Scientist,Information & Communication Technology,Other,Davidson Technology,,,04-06-2019 17:15,04-07-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-06-2019,26-06-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Information & Communication Technology,Other,Davidson Technology,,,04-06-2019 17:22,04-07-2019 23:59,Australia,Australian Capital Territory,canberra,,,Full Time,,t,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-06-2019,26-06-2019,1,Data Scientist,78947.74,4,3.18
"Data Scientist - Permanent, Western Sydney",Banking & Financial Services,Analysis & Reporting,inDmand Career Solutions,,,04-06-2019 21:01,04-07-2019 23:59,Australia,New South Wales,sydney,Parramatta & Western Suburbs,,Full Time,c$150K Base,f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-06-2019,02-07-2019,1,Data Scientist,128977.98,2,5
"Senior Consultant, Advanced Analytics R&D",Information & Communication Technology,Consultants,Davidson Technology,,,05-06-2019 09:18,05-07-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Full Time,,t,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-06-2019,05-07-2019,1,Other,832344.92,1,5.01
Expression of interest - Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Elula,,,05-06-2019 09:55,05-07-2019 09:55,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,,f,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,05-07-2019,0,Data Scientist,147023.15,4,3
SENIOR DATA SCIENTIST - MEDIA COMPANY  - CBD LOCATED,Science & Technology,"Mathematics, Statistics & Information Sciences",Talent Realised,,,05-06-2019 10:30,05-07-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,,f,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,03-07-2019,1,Data Scientist,125813.94,4,8
Data Scientist,Information & Communication Technology,Database Development & Administration,Hydrogen Group Pty Ltd,,,05-06-2019 13:37,05-07-2019 23:59,Australia,New South Wales,sydney,,,Contract/Temp,Market Rate,t,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,05-07-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Information & Communication Technology,Database Development & Administration,Hydrogen Group Pty Ltd,,,05-06-2019 13:40,05-07-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp,Market Rate,t,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,05-07-2019,1,Data Scientist,532743.47,4,5.01
Data Scientist,Information & Communication Technology,Database Development & Administration,Hydrogen Group Pty Ltd,,,05-06-2019 13:43,05-07-2019 23:59,Australia,Australian Capital Territory,canberra,,,Contract/Temp,Market Rate,t,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,05-07-2019,1,Data Scientist,78947.74,4,3.18
Data Scientist,Information & Communication Technology,Other,Foxtel Management Pty Limited,Foxtel,3.6,05-06-2019 16:25,05-07-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,mooneeponds,Full Time,,t,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,05-07-2019,0,Data Scientist,430224.72,4,2
Senior Data Scientist,Information & Communication Technology,Other,Foxtel Management Pty Limited,Foxtel,,05-06-2019 16:25,05-07-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,mooneeponds,Full Time,,t,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,28-06-2019,0,Data Scientist,498343.49,4,4
Data Scientist,Information & Communication Technology,Other,Foxtel Management Pty Limited,Foxtel,3.6,05-06-2019 16:28,05-07-2019 23:59,Australia,New South Wales,sydney,Ryde & Macquarie Park,northryde,Full Time,,f,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,05-07-2019,0,Data Scientist,151264.99,4,2
Senior Data Scientist,Information & Communication Technology,Other,Foxtel Management Pty Limited,Foxtel,,05-06-2019 16:31,05-07-2019 23:59,Australia,New South Wales,sydney,Ryde & Macquarie Park,northryde,Full Time,,t,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,05-07-2019,0,Data Scientist,142781.31,4,4
Senior Data Scientist,Information & Communication Technology,Engineering - Software,ANZ,ANZ,,05-06-2019 17:54,05-07-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Full Time,,f,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,19-06-2019,0,Data Scientist,632270.03,3,5
Junior Actuarial Data Scientist,Information & Communication Technology,Developers/Programmers,Ethos BeathChapman,,,06-06-2019 09:32,06-07-2019 23:59,Australia,Queensland,brisbane,,,Full Time,$70000 - $90000 per annum,f,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05-06-2019,06-07-2019,0,Data Scientist,76356.27,3,2
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Hydrogen Group Pty Ltd,,,06-06-2019 11:30,06-07-2019 23:59,Australia,New South Wales,sydney,,,Full Time,$125000.00 - $140000.00 p.a.,f,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06-06-2019,06-07-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Information & Communication Technology,Other,DX Solutions Pty Ltd,,,06-06-2019 11:31,06-07-2019 23:59,Australia,Victoria,sydney,,,Contract/Temp,,f,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,06-06-2019,04-07-2019,0,Data Scientist,432535.73,5,5
"Senior Analyst / Data Scientist, Network Analytics & Insights",Banking & Financial Services,Other,National Australia Bank,NAB,3.4,06-06-2019 12:10,06-07-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Full Time,,f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06-06-2019,06-07-2019,0,Data Scientist,732477.77,2,5.01
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Humanised Group,,,06-06-2019 16:00,06-07-2019 23:59,Australia,Queensland,brisbane,CBD & Inner Suburbs,brisbane,Full Time,,f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06-06-2019,04-07-2019,1,Data Scientist,96532.01,2,5
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",NTT Data Services,,,06-06-2019 16:13,06-07-2019 16:13,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Full Time,,f,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,06-06-2019,06-07-2019,0,Data Scientist,832344.92,1,5.01
Senior Analyst - Data Scientist,Information & Communication Technology,Other,Xpand Group Pty Ltd,,,06-06-2019 17:01,06-07-2019 23:59,Australia,Victoria,melbourne,CBD & Inner Suburbs,melbourne,Full Time,"$135,000 - $140,000",f,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,06-06-2019,04-07-2019,1,Data Scientist,532743.47,4,5.01
Senior Data Scientist,Information & Communication Technology,Other,SustainDigital,,,06-06-2019 17:31,06-07-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,,f,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06-06-2019,04-07-2019,1,Data Scientist,139599.92,4,4.75
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Whizdom,,,07-06-2019 14:02,07-07-2019 23:59,Australia,Victoria,melbourne,,boxhill,Contract/Temp,,t,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,07-06-2019,07-07-2019,1,Data Scientist,532402.88,4,5
Data Scientist,Banking & Financial Services,Banking - Business,Greythorn Experis,,,07-06-2019 14:11,07-07-2019 23:59,Australia,New South Wales,sydney,,sydney,Contract/Temp,,t,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07-06-2019,07-07-2019,1,Data Scientist,128977.98,2,5
Data Scientist ,Information & Communication Technology,Consultants,Paxus,,,07-06-2019 14:42,07-07-2019 23:59,Australia,Queensland,brisbane,,,Contract/Temp,,f,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,07-06-2019,07-07-2019,0,Data Scientist,107298.89,5,4.75
"Data Scientist x 2 - Federal Government, based in Chermside",Information & Communication Technology,Other,Clicks IT Recruitment,,,07-06-2019 15:05,07-07-2019 23:59,Australia,Queensland,brisbane,Northern Suburbs,chermside,Contract/Temp,,t,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,07-06-2019,07-06-2019,1,Data Scientist,105067.92,4,5
Data Scientist,Marketing & Communications,Other,Hudson,,,07-06-2019 15:14,07-07-2019 23:59,Australia,New South Wales,sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time,$120k - $140k p.a. + Super,f,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07-06-2019,07-07-2019,1,Data Scientist,139599.92,4,4.75
